Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
No model checkpoint file found in saved_models/1_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-01 23:06:26
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
   20100 |   1.89e+05 |   6.76e+02 |   2.66e+06 |   5.22e+04 |   9.20e+04 |    1.89e+03 |    5.27e+04 |    2.46e+02 |   6.60e-04 |   2.20e-01 |     18268.29 |   177.82 |  4083m 42s | Model saved         
   20150 |   1.90e+05 |   6.73e+02 |   2.92e+06 |   5.29e+04 |   9.28e+04 |    1.91e+03 |    5.42e+04 |    2.72e+02 |   6.27e-04 |   2.20e-01 |     18268.29 |   163.68 |  4083m 26s | Model saved         
   20200 |   1.89e+05 |   6.88e+02 |   2.67e+06 |   5.24e+04 |   9.25e+04 |    1.90e+03 |    5.27e+04 |    2.47e+02 |   6.27e-04 |   2.20e-01 |     18268.29 |   145.04 |  4079m 02s | Model saved         
   20250 |   1.89e+05 |   6.70e+02 |   2.92e+06 |   5.25e+04 |   9.29e+04 |    1.91e+03 |    5.40e+04 |    2.72e+02 |   6.27e-04 |   2.20e-01 |     18268.29 |   161.24 |  4078m 12s | Model saved         
   20300 |   1.89e+05 |   6.82e+02 |   2.66e+06 |   5.24e+04 |   9.23e+04 |    1.90e+03 |    5.26e+04 |    2.46e+02 |   6.27e-04 |   2.20e-01 |     18268.29 |   147.92 |  4074m 28s | Model saved         
   20350 |   1.89e+05 |   6.68e+02 |   2.92e+06 |   5.25e+04 |   9.29e+04 |    1.91e+03 |    5.39e+04 |    2.72e+02 |   5.95e-04 |   2.20e-01 |     18268.29 |   138.89 |  4068m 48s | Model saved         
   20400 |   1.89e+05 |   6.76e+02 |   2.66e+06 |   5.22e+04 |   9.21e+04 |    1.90e+03 |    5.26e+04 |    2.46e+02 |   5.95e-04 |   2.20e-01 |     18268.29 |   143.42 |  4064m 10s | Model saved         
   20450 |   1.89e+05 |   6.67e+02 |   2.92e+06 |   5.27e+04 |   9.27e+04 |    1.90e+03 |    5.39e+04 |    2.71e+02 |   5.95e-04 |   2.20e-01 |     18268.29 |   156.30 |  4062m 16s | Model saved         
   20500 |   1.89e+05 |   6.72e+02 |   2.66e+06 |   5.22e+04 |   9.22e+04 |    1.90e+03 |    5.23e+04 |    2.46e+02 |   5.95e-04 |   2.20e-01 |     18268.29 |   142.35 |  4057m 27s | Model saved         
   20550 |   1.89e+05 |   6.67e+02 |   2.92e+06 |   5.25e+04 |   9.26e+04 |    1.90e+03 |    5.39e+04 |    2.72e+02 |   5.66e-04 |   2.20e-01 |     18268.29 |   158.24 |  4055m 58s | Model saved         
   20600 |   1.89e+05 |   6.73e+02 |   2.66e+06 |   5.21e+04 |   9.22e+04 |    1.90e+03 |    5.25e+04 |    2.46e+02 |   5.66e-04 |   2.20e-01 |     18268.29 |   143.09 |  4051m 21s | Model saved         
   20650 |   1.89e+05 |   6.63e+02 |   2.91e+06 |   5.28e+04 |   9.25e+04 |    1.90e+03 |    5.38e+04 |    2.71e+02 |   5.66e-04 |   2.20e-01 |     18268.29 |   156.49 |  4049m 29s | Model saved         
   20700 |   1.89e+05 |   6.68e+02 |   2.66e+06 |   5.23e+04 |   9.19e+04 |    1.89e+03 |    5.23e+04 |    2.46e+02 |   5.66e-04 |   2.20e-01 |     18268.29 |   143.62 |  4045m 01s | Model saved         
   20750 |   1.89e+05 |   6.66e+02 |   2.92e+06 |   5.28e+04 |   9.26e+04 |    1.90e+03 |    5.38e+04 |    2.71e+02 |   5.37e-04 |   2.20e-01 |     18268.29 |   157.99 |  4043m 28s | Model saved         
   20800 |   1.89e+05 |   6.70e+02 |   2.66e+06 |   5.23e+04 |   9.19e+04 |    1.89e+03 |    5.22e+04 |    2.46e+02 |   5.37e-04 |   2.20e-01 |     18268.29 |   142.82 |  4038m 53s | Model saved         
   20850 |   1.89e+05 |   6.61e+02 |   2.91e+06 |   5.20e+04 |   9.26e+04 |    1.90e+03 |    5.36e+04 |    2.71e+02 |   5.37e-04 |   2.20e-01 |     18268.29 |   157.47 |  4037m 13s | Model saved         
   20900 |   1.89e+05 |   6.71e+02 |   2.66e+06 |   5.21e+04 |   9.19e+04 |    1.89e+03 |    5.23e+04 |    2.46e+02 |   5.37e-04 |   2.20e-01 |     18268.29 |   144.46 |  4033m 00s | Model saved         
   20950 |   1.89e+05 |   6.62e+02 |   2.91e+06 |   5.22e+04 |   9.26e+04 |    1.90e+03 |    5.36e+04 |    2.71e+02 |   5.10e-04 |   2.20e-01 |     18268.29 |   157.66 |  4031m 21s | Model saved         
   21000 |   1.89e+05 |   6.71e+02 |   2.66e+06 |   5.27e+04 |   9.19e+04 |    1.89e+03 |    5.22e+04 |    2.46e+02 |   5.10e-04 |   2.09e-01 |     18268.29 |   144.18 |  4027m 07s | Model saved         
   21050 |   1.89e+05 |   6.68e+02 |   2.91e+06 |   5.36e+04 |   9.25e+04 |    1.90e+03 |    5.36e+04 |    2.71e+02 |   5.10e-04 |   2.09e-01 |     18268.29 |   160.88 |  4026m 05s | Model saved         
   21100 |   1.90e+05 |   6.86e+02 |   2.66e+06 |   5.31e+04 |   9.21e+04 |    1.89e+03 |    5.22e+04 |    2.46e+02 |   5.10e-04 |   2.09e-01 |     18268.29 |   143.75 |  4021m 47s | Model saved         
   21150 |   1.89e+05 |   6.66e+02 |   2.91e+06 |   5.34e+04 |   9.23e+04 |    1.90e+03 |    5.35e+04 |    2.71e+02 |   4.85e-04 |   2.09e-01 |     18268.29 |   157.52 |  4020m 06s | Model saved         
   21200 |   1.89e+05 |   6.69e+02 |   2.66e+06 |   5.33e+04 |   9.17e+04 |    1.89e+03 |    5.17e+04 |    2.46e+02 |   4.85e-04 |   2.09e-01 |     18268.29 |   143.04 |  4015m 42s | Model saved         
   21250 |   1.89e+05 |   6.68e+02 |   2.92e+06 |   5.35e+04 |   9.27e+04 |    1.90e+03 |    5.34e+04 |    2.71e+02 |   4.85e-04 |   2.09e-01 |     18268.29 |   158.22 |  4014m 08s | Model saved         
   21300 |   1.89e+05 |   6.71e+02 |   2.66e+06 |   5.38e+04 |   9.17e+04 |    1.89e+03 |    5.17e+04 |    2.46e+02 |   4.85e-04 |   2.09e-01 |     18268.29 |   144.31 |  4010m 01s | Model saved         
   21350 |   1.89e+05 |   6.68e+02 |   2.91e+06 |   5.36e+04 |   9.25e+04 |    1.90e+03 |    5.31e+04 |    2.71e+02 |   4.61e-04 |   2.09e-01 |     18268.29 |   157.41 |  4008m 18s | Model saved         
   21400 |   1.89e+05 |   6.66e+02 |   2.65e+06 |   5.34e+04 |   9.16e+04 |    1.89e+03 |    5.14e+04 |    2.45e+02 |   4.61e-04 |   2.09e-01 |     18268.29 |   133.93 |  4002m 19s | Model saved         
   21450 |   1.89e+05 |   6.65e+02 |   2.91e+06 |   5.30e+04 |   9.24e+04 |    1.90e+03 |    5.30e+04 |    2.71e+02 |   4.61e-04 |   2.09e-01 |     18268.29 |   154.66 |  4000m 07s | Model saved         
   21500 |   1.89e+05 |   6.66e+02 |   2.65e+06 |   5.36e+04 |   9.15e+04 |    1.89e+03 |    5.13e+04 |    2.46e+02 |   4.61e-04 |   2.09e-01 |     18268.29 |   141.26 |  3995m 31s | Model saved         
   21550 |   1.89e+05 |   6.69e+02 |   2.91e+06 |   5.34e+04 |   9.26e+04 |    1.90e+03 |    5.29e+04 |    2.71e+02 |   4.38e-04 |   2.09e-01 |     18268.29 |   154.50 |  3993m 17s | Model saved         
   21600 |   1.89e+05 |   6.64e+02 |   2.65e+06 |   5.32e+04 |   9.12e+04 |    1.89e+03 |    5.12e+04 |    2.45e+02 |   4.38e-04 |   2.09e-01 |     18268.29 |   141.27 |  3988m 44s | Model saved         
   21650 |   1.89e+05 |   6.67e+02 |   2.91e+06 |   5.32e+04 |   9.26e+04 |    1.90e+03 |    5.27e+04 |    2.71e+02 |   4.38e-04 |   2.09e-01 |     18268.29 |   154.66 |  3986m 33s | Model saved         
   21700 |   1.89e+05 |   6.63e+02 |   2.65e+06 |   5.33e+04 |   9.15e+04 |    1.89e+03 |    5.11e+04 |    2.45e+02 |   4.38e-04 |   2.09e-01 |     18268.29 |   141.49 |  3982m 05s | Model saved         
   21750 |   1.89e+05 |   6.68e+02 |   2.91e+06 |   5.31e+04 |   9.25e+04 |    1.90e+03 |    5.27e+04 |    2.71e+02 |   4.16e-04 |   2.09e-01 |     18268.29 |   154.70 |  3979m 54s | Model saved         
   21800 |   1.89e+05 |   6.57e+02 |   2.65e+06 |   5.34e+04 |   9.14e+04 |    1.88e+03 |    5.08e+04 |    2.45e+02 |   4.16e-04 |   2.09e-01 |     18268.29 |   141.38 |  3975m 27s | Model saved         
   21850 |   1.89e+05 |   6.69e+02 |   2.91e+06 |   5.30e+04 |   9.26e+04 |    1.90e+03 |    5.27e+04 |    2.71e+02 |   4.16e-04 |   2.09e-01 |     18268.29 |   154.71 |  3973m 17s | Model saved         
   21900 |   1.89e+05 |   6.59e+02 |   2.65e+06 |   5.33e+04 |   9.14e+04 |    1.89e+03 |    5.10e+04 |    2.45e+02 |   4.16e-04 |   2.09e-01 |     18268.29 |   141.15 |  3968m 50s | Model saved         
   21950 |   1.89e+05 |   6.64e+02 |   2.91e+06 |   5.29e+04 |   9.25e+04 |    1.90e+03 |    5.25e+04 |    2.71e+02 |   3.95e-04 |   2.09e-01 |     18268.29 |   155.05 |  3966m 43s | Model saved         
   22000 |   1.89e+05 |   6.61e+02 |   2.65e+06 |   5.29e+04 |   9.10e+04 |    1.88e+03 |    5.11e+04 |    2.45e+02 |   3.95e-04 |   1.98e-01 |     18268.29 |   141.42 |  3962m 21s | Model saved         
   22050 |   1.89e+05 |   6.71e+02 |   2.92e+06 |   5.47e+04 |   9.23e+04 |    1.89e+03 |    5.26e+04 |    2.72e+02 |   3.95e-04 |   1.98e-01 |     18268.29 |   159.54 |  3960m 59s | Model saved         
   22100 |   1.89e+05 |   6.64e+02 |   2.65e+06 |   5.41e+04 |   9.13e+04 |    1.88e+03 |    5.11e+04 |    2.45e+02 |   3.95e-04 |   1.98e-01 |     18268.29 |   141.53 |  3956m 39s | Model saved         
   22150 |   1.89e+05 |   6.72e+02 |   2.92e+06 |   5.44e+04 |   9.23e+04 |    1.89e+03 |    5.26e+04 |    2.72e+02 |   3.75e-04 |   1.98e-01 |     18268.29 |   154.56 |  3954m 28s | Model saved         
   22200 |   1.89e+05 |   6.65e+02 |   2.65e+06 |   5.41e+04 |   9.10e+04 |    1.88e+03 |    5.08e+04 |    2.45e+02 |   3.75e-04 |   1.98e-01 |     18268.29 |   141.38 |  3950m 10s | Model saved         
   22250 |   1.89e+05 |   6.67e+02 |   2.91e+06 |   5.40e+04 |   9.25e+04 |    1.90e+03 |    5.24e+04 |    2.71e+02 |   3.75e-04 |   1.98e-01 |     18268.29 |   154.50 |  3947m 58s | Model saved         
   22300 |   1.88e+05 |   6.59e+02 |   2.65e+06 |   5.38e+04 |   9.08e+04 |    1.88e+03 |    5.08e+04 |    2.45e+02 |   3.75e-04 |   1.98e-01 |     18268.29 |   141.42 |  3943m 42s | Model saved         
   22350 |   1.89e+05 |   6.70e+02 |   2.92e+06 |   5.47e+04 |   9.23e+04 |    1.90e+03 |    5.25e+04 |    2.71e+02 |   3.56e-04 |   1.98e-01 |     18268.29 |   154.83 |  3941m 34s | Model saved         
   22400 |   1.88e+05 |   6.55e+02 |   2.64e+06 |   5.40e+04 |   9.07e+04 |    1.88e+03 |    5.08e+04 |    2.45e+02 |   3.56e-04 |   1.98e-01 |     18268.29 |   141.65 |  3937m 22s | Model saved         
   22450 |   1.89e+05 |   6.61e+02 |   2.91e+06 |   5.45e+04 |   9.19e+04 |    1.89e+03 |    5.24e+04 |    2.71e+02 |   3.56e-04 |   1.98e-01 |     18268.29 |   154.99 |  3935m 15s | Model saved         
   22500 |   1.88e+05 |   6.59e+02 |   2.65e+06 |   5.41e+04 |   9.04e+04 |    1.87e+03 |    5.07e+04 |    2.45e+02 |   3.56e-04 |   1.98e-01 |     18268.29 |   141.66 |  3931m 05s | Model saved         
   22550 |   1.89e+05 |   6.70e+02 |   2.91e+06 |   5.48e+04 |   9.21e+04 |    1.89e+03 |    5.25e+04 |    2.71e+02 |   3.39e-04 |   1.98e-01 |     18268.29 |   155.13 |  3929m 00s | Model saved         
   22600 |   1.88e+05 |   6.55e+02 |   2.64e+06 |   5.37e+04 |   9.05e+04 |    1.87e+03 |    5.05e+04 |    2.45e+02 |   3.39e-04 |   1.98e-01 |     18268.29 |   141.69 |  3924m 52s | Model saved         
   22650 |   1.89e+05 |   6.69e+02 |   2.91e+06 |   5.53e+04 |   9.20e+04 |    1.89e+03 |    5.24e+04 |    2.71e+02 |   3.39e-04 |   1.98e-01 |     18268.29 |   155.03 |  3922m 46s | Model saved         
   22700 |   1.88e+05 |   6.55e+02 |   2.64e+06 |   5.40e+04 |   9.03e+04 |    1.87e+03 |    5.05e+04 |    2.45e+02 |   3.39e-04 |   1.98e-01 |     18268.29 |   141.96 |  3918m 42s | Model saved         
   22750 |   1.89e+05 |   6.61e+02 |   2.91e+06 |   5.49e+04 |   9.19e+04 |    1.89e+03 |    5.21e+04 |    2.71e+02 |   3.22e-04 |   1.98e-01 |     18268.29 |   155.00 |  3916m 36s | Model saved         
   22800 |   1.88e+05 |   6.50e+02 |   2.64e+06 |   5.44e+04 |   9.01e+04 |    1.87e+03 |    5.03e+04 |    2.45e+02 |   3.22e-04 |   1.98e-01 |     18268.29 |   141.75 |  3912m 31s | Model saved         
   22850 |   1.89e+05 |   6.62e+02 |   2.91e+06 |   5.49e+04 |   9.16e+04 |    1.89e+03 |    5.24e+04 |    2.71e+02 |   3.22e-04 |   1.98e-01 |     18268.29 |   155.16 |  3910m 27s | Model saved         
   22900 |   1.88e+05 |   6.53e+02 |   2.65e+06 |   5.45e+04 |   9.03e+04 |    1.87e+03 |    5.04e+04 |    2.45e+02 |   3.22e-04 |   1.98e-01 |     18268.29 |   141.88 |  3906m 25s | Model saved         
   22950 |   1.89e+05 |   6.64e+02 |   2.91e+06 |   5.45e+04 |   9.16e+04 |    1.89e+03 |    5.24e+04 |    2.71e+02 |   3.06e-04 |   1.98e-01 |     18268.29 |   154.85 |  3904m 18s | Model saved         
   23000 |   1.88e+05 |   6.57e+02 |   2.64e+06 |   5.43e+04 |   9.00e+04 |    1.87e+03 |    5.04e+04 |    2.45e+02 |   3.06e-04 |   1.88e-01 |     18268.29 |   136.90 |  3899m 35s | Model saved         
   23050 |   1.89e+05 |   6.69e+02 |   2.91e+06 |   5.60e+04 |   9.15e+04 |    1.88e+03 |    5.23e+04 |    2.71e+02 |   3.06e-04 |   1.88e-01 |     18268.29 |   129.10 |  3893m 45s | Model saved         
   23100 |   1.88e+05 |   6.55e+02 |   2.65e+06 |   5.58e+04 |   9.00e+04 |    1.87e+03 |    5.05e+04 |    2.45e+02 |   3.06e-04 |   1.88e-01 |     18268.29 |   141.77 |  3889m 47s | Model saved         
   23150 |   1.89e+05 |   6.64e+02 |   2.91e+06 |   5.60e+04 |   9.15e+04 |    1.89e+03 |    5.23e+04 |    2.71e+02 |   2.90e-04 |   1.88e-01 |     18268.29 |   155.12 |  3887m 44s | Model saved         
   23200 |   1.88e+05 |   6.62e+02 |   2.65e+06 |   5.57e+04 |   9.01e+04 |    1.87e+03 |    5.05e+04 |    2.45e+02 |   2.90e-04 |   1.88e-01 |     18268.29 |   141.88 |  3883m 49s | Model saved         
   23250 |   1.89e+05 |   6.62e+02 |   2.91e+06 |   5.61e+04 |   9.16e+04 |    1.89e+03 |    5.22e+04 |    2.71e+02 |   2.90e-04 |   1.88e-01 |     18268.29 |   155.44 |  3881m 49s | Model saved         
   23300 |   1.88e+05 |   6.58e+02 |   2.64e+06 |   5.54e+04 |   8.98e+04 |    1.87e+03 |    5.04e+04 |    2.45e+02 |   2.90e-04 |   1.88e-01 |     18268.29 |   142.18 |  3877m 57s | Model saved         
   23350 |   1.89e+05 |   6.64e+02 |   2.91e+06 |   5.56e+04 |   9.14e+04 |    1.88e+03 |    5.22e+04 |    2.71e+02 |   2.76e-04 |   1.88e-01 |     18268.29 |   155.53 |  3875m 57s | Model saved         
   23400 |   1.88e+05 |   6.54e+02 |   2.64e+06 |   5.55e+04 |   8.99e+04 |    1.87e+03 |    5.03e+04 |    2.44e+02 |   2.76e-04 |   1.88e-01 |     18268.29 |   143.59 |  3872m 18s | Model saved         
   23450 |   1.89e+05 |   6.61e+02 |   2.91e+06 |   5.60e+04 |   9.13e+04 |    1.88e+03 |    5.20e+04 |    2.71e+02 |   2.76e-04 |   1.88e-01 |     18268.29 |   155.45 |  3870m 18s | Model saved         
   23500 |   1.88e+05 |   6.54e+02 |   2.64e+06 |   5.54e+04 |   8.99e+04 |    1.87e+03 |    5.04e+04 |    2.44e+02 |   2.76e-04 |   1.88e-01 |     18268.29 |   142.05 |  3866m 27s | Model saved         
   23550 |   1.89e+05 |   6.60e+02 |   2.91e+06 |   5.58e+04 |   9.14e+04 |    1.88e+03 |    5.20e+04 |    2.71e+02 |   2.62e-04 |   1.88e-01 |     18268.29 |   155.17 |  3864m 25s | Model saved         
   23600 |   1.88e+05 |   6.52e+02 |   2.64e+06 |   5.51e+04 |   8.96e+04 |    1.86e+03 |    5.04e+04 |    2.44e+02 |   2.62e-04 |   1.88e-01 |     18268.29 |   142.15 |  3860m 36s | Model saved         
   23650 |   1.89e+05 |   6.61e+02 |   2.91e+06 |   5.58e+04 |   9.14e+04 |    1.88e+03 |    5.21e+04 |    2.71e+02 |   2.62e-04 |   1.88e-01 |     18268.29 |   155.35 |  3858m 35s | Model saved         
   23700 |   1.88e+05 |   6.47e+02 |   2.64e+06 |   5.57e+04 |   8.96e+04 |    1.86e+03 |    5.04e+04 |    2.44e+02 |   2.62e-04 |   1.88e-01 |     18268.29 |   142.27 |  3854m 49s | Model saved         
   23750 |   1.89e+05 |   6.57e+02 |   2.91e+06 |   5.55e+04 |   9.14e+04 |    1.88e+03 |    5.19e+04 |    2.71e+02 |   2.49e-04 |   1.88e-01 |     18268.29 |   155.51 |  3852m 48s | Model saved         
   23800 |   1.87e+05 |   6.51e+02 |   2.64e+06 |   5.58e+04 |   8.96e+04 |    1.86e+03 |    5.04e+04 |    2.44e+02 |   2.49e-04 |   1.88e-01 |     18268.29 |   142.09 |  3849m 02s | Model saved         
   23850 |   1.89e+05 |   6.60e+02 |   2.90e+06 |   5.58e+04 |   9.12e+04 |    1.88e+03 |    5.19e+04 |    2.70e+02 |   2.49e-04 |   1.88e-01 |     18268.29 |   155.36 |  3847m 00s | Model saved         
   23900 |   1.87e+05 |   6.47e+02 |   2.64e+06 |   5.55e+04 |   8.95e+04 |    1.86e+03 |    5.02e+04 |    2.44e+02 |   2.49e-04 |   1.88e-01 |     18268.29 |   142.96 |  3843m 22s | Model saved         
   23950 |   1.89e+05 |   6.59e+02 |   2.91e+06 |   5.59e+04 |   9.13e+04 |    1.88e+03 |    5.20e+04 |    2.71e+02 |   2.36e-04 |   1.88e-01 |     18268.29 |   154.95 |  3841m 17s | Model saved         
   24000 |   1.87e+05 |   6.48e+02 |   2.64e+06 |   5.56e+04 |   8.94e+04 |    1.86e+03 |    5.02e+04 |    2.44e+02 |   2.36e-04 |   1.79e-01 |     18268.29 |   123.88 |  3835m 12s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.299
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 24000 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-02 20:35:47
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 24001/100000
Current learning rate: 2.364957e-04
Lowest loss so far: 2.246258e+02
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   24050 |   1.87e+05 |   5.97e+02 |   2.81e+06 |   4.73e+04 |   8.93e+04 |    1.88e+03 |    5.00e+04 |    2.62e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   115.73 |  2929m 50s | Model saved         
   24100 |   1.87e+05 |   5.98e+02 |   2.44e+06 |   4.80e+04 |   8.98e+04 |    1.87e+03 |    5.11e+04 |    2.25e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   104.55 |  2786m 34s | Model saved         
   24150 |   1.88e+05 |   5.98e+02 |   2.60e+06 |   4.74e+04 |   9.06e+04 |    1.87e+03 |    4.98e+04 |    2.41e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   114.53 |  2821m 42s | Model saved         
   24200 |   1.86e+05 |   6.11e+02 |   2.61e+06 |   4.76e+04 |   9.14e+04 |    1.88e+03 |    4.98e+04 |    2.42e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   104.93 |  2777m 41s | Model saved         
   24250 |   1.88e+05 |   6.01e+02 |   2.60e+06 |   4.76e+04 |   9.03e+04 |    1.87e+03 |    4.97e+04 |    2.41e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   114.77 |  2800m 15s | Model saved         
   24300 |   1.86e+05 |   6.11e+02 |   2.61e+06 |   4.76e+04 |   9.11e+04 |    1.88e+03 |    4.98e+04 |    2.42e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   105.18 |  2774m 20s | Model saved         
   24350 |   1.88e+05 |   6.03e+02 |   2.60e+06 |   4.77e+04 |   9.02e+04 |    1.87e+03 |    4.97e+04 |    2.41e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   114.47 |  2788m 48s | Model saved         
   24400 |   1.86e+05 |   6.12e+02 |   2.61e+06 |   4.76e+04 |   9.10e+04 |    1.88e+03 |    4.99e+04 |    2.42e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   105.47 |  2770m 50s | Model saved         
   24450 |   1.88e+05 |   6.03e+02 |   2.59e+06 |   4.78e+04 |   9.01e+04 |    1.87e+03 |    4.97e+04 |    2.40e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   114.96 |  2783m 00s | Model saved         
   24500 |   1.86e+05 |   6.11e+02 |   2.61e+06 |   4.76e+04 |   9.08e+04 |    1.88e+03 |    4.98e+04 |    2.42e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   105.59 |  2768m 47s | Model saved         
   24550 |   1.88e+05 |   6.03e+02 |   2.59e+06 |   4.78e+04 |   9.00e+04 |    1.87e+03 |    4.96e+04 |    2.40e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   115.25 |  2778m 55s | Model saved         
   24600 |   1.86e+05 |   6.10e+02 |   2.61e+06 |   4.75e+04 |   9.06e+04 |    1.87e+03 |    4.98e+04 |    2.42e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   105.85 |  2767m 21s | Model saved         
   24650 |   1.88e+05 |   6.04e+02 |   2.59e+06 |   4.79e+04 |   8.99e+04 |    1.87e+03 |    4.96e+04 |    2.40e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   114.90 |  2774m 46s | Model saved         
   24700 |   1.86e+05 |   6.11e+02 |   2.61e+06 |   4.76e+04 |   9.05e+04 |    1.87e+03 |    4.98e+04 |    2.42e+02 |   2.36e-04 |   2.99e-01 |     18222.15 |   105.91 |  2764m 45s | Model saved         
   24750 |   1.88e+05 |   6.04e+02 |   2.59e+06 |   4.79e+04 |   9.00e+04 |    1.87e+03 |    4.96e+04 |    2.40e+02 |   2.25e-04 |   2.99e-01 |     18222.15 |   114.33 |  2769m 54s | Model saved         
   24800 |   1.86e+05 |   6.11e+02 |   2.61e+06 |   4.76e+04 |   9.06e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   2.25e-04 |   2.99e-01 |     18222.15 |   104.97 |  2759m 30s | Model saved         
   24850 |   1.88e+05 |   6.07e+02 |   2.59e+06 |   4.80e+04 |   9.00e+04 |    1.87e+03 |    4.96e+04 |    2.41e+02 |   2.25e-04 |   2.99e-01 |     18222.15 |   114.54 |  2764m 14s | Model saved         
   24900 |   1.86e+05 |   6.12e+02 |   2.61e+06 |   4.75e+04 |   9.05e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   2.25e-04 |   2.99e-01 |     18222.15 |   105.19 |  2755m 14s | Model saved         
   24950 |   1.88e+05 |   6.06e+02 |   2.59e+06 |   4.81e+04 |   8.99e+04 |    1.87e+03 |    4.95e+04 |    2.40e+02 |   2.13e-04 |   2.99e-01 |     18222.15 |   114.19 |  2758m 50s | Model saved         
   25000 |   1.86e+05 |   6.11e+02 |   2.61e+06 |   4.75e+04 |   9.04e+04 |    1.87e+03 |    4.96e+04 |    2.42e+02 |   2.13e-04 |   2.84e-01 |     18222.15 |   105.09 |  2750m 31s | Model saved         
   25050 |   1.88e+05 |   6.13e+02 |   2.60e+06 |   4.88e+04 |   8.99e+04 |    1.87e+03 |    4.96e+04 |    2.41e+02 |   2.13e-04 |   2.84e-01 |     18222.15 |   117.32 |  2757m 22s | Model saved         
   25100 |   1.86e+05 |   6.17e+02 |   2.61e+06 |   4.81e+04 |   9.04e+04 |    1.87e+03 |    4.97e+04 |    2.42e+02 |   2.13e-04 |   2.84e-01 |     18222.15 |   104.91 |  2749m 20s | Model saved         
   25150 |   1.88e+05 |   6.12e+02 |   2.60e+06 |   4.85e+04 |   9.00e+04 |    1.87e+03 |    4.96e+04 |    2.41e+02 |   2.03e-04 |   2.84e-01 |     18222.15 |   114.69 |  2752m 27s | Model saved         
