Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
No model checkpoint file found in saved_models/4_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 02:57:30
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
   27200 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.05e+03 |   2.93e+04 |    7.53e+02 |    1.72e+05 |   -6.82e+03 |   3.22e-04 |   4.51e-01 |     73610.04 |    85.59 |  2227m 45s | Model saved         
   27250 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.14e+03 |   2.91e+04 |    7.54e+02 |    1.72e+05 |   -6.82e+03 |   3.22e-04 |   4.51e-01 |     73610.04 |    93.71 |  2227m 30s | Model saved         
   27300 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.02e+03 |   2.94e+04 |    7.54e+02 |    1.71e+05 |   -6.82e+03 |   3.22e-04 |   4.51e-01 |     73610.04 |    85.73 |  2221m 57s | Model saved         
   27350 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.12e+03 |   2.92e+04 |    7.55e+02 |    1.72e+05 |   -6.82e+03 |   3.22e-04 |   4.51e-01 |     73610.04 |    93.58 |  2221m 38s | Model saved         
   27400 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   7.99e+03 |   2.94e+04 |    7.55e+02 |    1.71e+05 |   -6.82e+03 |   3.06e-04 |   4.51e-01 |     73610.04 |    85.56 |  2216m 16s | Model saved         
   27450 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.09e+03 |   2.92e+04 |    7.56e+02 |    1.71e+05 |   -6.82e+03 |   3.06e-04 |   4.51e-01 |     73610.04 |    93.93 |  2216m 10s | Model saved         
   27500 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   7.97e+03 |   2.95e+04 |    7.56e+02 |    1.71e+05 |   -6.82e+03 |   3.06e-04 |   4.51e-01 |     73610.04 |    86.33 |  2211m 31s | Model saved         
   27550 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.06e+03 |   2.93e+04 |    7.56e+02 |    1.71e+05 |   -6.82e+03 |   3.06e-04 |   4.51e-01 |     73610.04 |    93.88 |  2211m 21s | Model saved         
   27600 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   7.94e+03 |   2.95e+04 |    7.56e+02 |    1.71e+05 |   -6.82e+03 |   2.90e-04 |   4.51e-01 |     73610.04 |    85.16 |  2206m 13s | Model saved         
   27650 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.03e+03 |   2.93e+04 |    7.57e+02 |    1.71e+05 |   -6.82e+03 |   2.90e-04 |   4.51e-01 |     73610.04 |    94.31 |  2206m 17s | Model saved         
   27700 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   7.92e+03 |   2.95e+04 |    7.57e+02 |    1.70e+05 |   -6.82e+03 |   2.90e-04 |   4.51e-01 |     73610.04 |    85.69 |  2201m 39s | Model saved         
   27750 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.01e+03 |   2.93e+04 |    7.58e+02 |    1.71e+05 |   -6.82e+03 |   2.90e-04 |   4.51e-01 |     73610.04 |    97.86 |  2203m 32s | Model saved         
   27800 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   7.90e+03 |   2.96e+04 |    7.58e+02 |    1.70e+05 |   -6.82e+03 |   2.76e-04 |   4.51e-01 |     73610.04 |    85.38 |  2198m 53s | Model saved         
   27850 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   7.98e+03 |   2.94e+04 |    7.59e+02 |    1.71e+05 |   -6.82e+03 |   2.76e-04 |   4.51e-01 |     73610.04 |    93.62 |  2198m 29s | Model saved         
   27900 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   7.88e+03 |   2.96e+04 |    7.59e+02 |    1.70e+05 |   -6.82e+03 |   2.76e-04 |   4.51e-01 |     73610.04 |    85.59 |  2194m 07s | Model saved         
   27950 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   7.96e+03 |   2.94e+04 |    7.59e+02 |    1.71e+05 |   -6.82e+03 |   2.76e-04 |   4.51e-01 |     73610.04 |    93.98 |  2193m 53s | Model saved         
   28000 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   7.86e+03 |   2.96e+04 |    7.59e+02 |    1.70e+05 |   -6.82e+03 |   2.62e-04 |   4.29e-01 |     73610.04 |    85.50 |  2189m 36s | Model saved         
   28050 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.03e+03 |   2.94e+04 |    7.60e+02 |    1.71e+05 |   -6.82e+03 |   2.62e-04 |   4.29e-01 |     73610.04 |    96.13 |  2190m 20s | Model saved         
   28100 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   7.92e+03 |   2.97e+04 |    7.60e+02 |    1.70e+05 |   -6.82e+03 |   2.62e-04 |   4.29e-01 |     73610.04 |    86.08 |  2186m 27s | Model saved         
   28150 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   7.99e+03 |   2.94e+04 |    7.60e+02 |    1.70e+05 |   -6.82e+03 |   2.62e-04 |   4.29e-01 |     73610.04 |   123.51 |  2199m 14s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 28150 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 16:04:51
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 28151/100000
Current learning rate: 2.620451e-04
Lowest loss so far: -6.831223e+03
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   28200 |   1.40e+05 |   1.71e+02 |   2.17e+05 |   1.02e+04 |   3.28e+04 |    8.22e+02 |    1.80e+05 |   -6.82e+03 |   2.49e-04 |   5.00e-01 |     73610.04 |    90.08 |  2155m 56s | Model saved         
   28250 |   1.42e+05 |   2.00e+02 |   2.19e+05 |   1.09e+04 |   3.35e+04 |    8.47e+02 |    1.81e+05 |   -6.81e+03 |   2.49e-04 |   5.00e-01 |     73610.04 |    92.78 |  2186m 45s | Model saved         
   28300 |   1.43e+05 |   1.99e+02 |   2.18e+05 |   1.07e+04 |   3.36e+04 |    8.47e+02 |    1.80e+05 |   -6.81e+03 |   2.49e-04 |   5.00e-01 |     73610.04 |    85.07 |  2134m 35s | Model saved         
   28350 |   1.42e+05 |   1.99e+02 |   2.17e+05 |   1.08e+04 |   3.32e+04 |    8.43e+02 |    1.79e+05 |   -6.81e+03 |   2.49e-04 |   5.00e-01 |     73610.04 |   117.86 |  2303m 33s | Model saved         
   28400 |   1.43e+05 |   1.98e+02 |   2.16e+05 |   1.07e+04 |   3.34e+04 |    8.43e+02 |    1.78e+05 |   -6.81e+03 |   2.36e-04 |   5.00e-01 |     73610.04 |   142.59 |  2522m 12s | Model saved         
   28450 |   1.42e+05 |   1.98e+02 |   2.15e+05 |   1.08e+04 |   3.31e+04 |    8.39e+02 |    1.78e+05 |   -6.81e+03 |   2.36e-04 |   5.00e-01 |     73610.04 |   158.57 |  2730m 41s | Model saved         
   28500 |   1.43e+05 |   1.97e+02 |   2.15e+05 |   1.06e+04 |   3.33e+04 |    8.39e+02 |    1.77e+05 |   -6.81e+03 |   2.36e-04 |   5.00e-01 |     73610.04 |    85.92 |  2631m 29s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 28500 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 16:18:22
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 28501/100000
Current learning rate: 2.364957e-04
Lowest loss so far: -6.831223e+03
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   28550 |   1.43e+05 |   1.99e+02 |   2.14e+05 |   1.05e+04 |   3.32e+04 |    8.37e+02 |    1.76e+05 |   -6.82e+03 |   2.36e-04 |   5.00e-01 |     73610.04 |    85.73 |  2041m 48s | Model saved         
   28600 |   1.42e+05 |   1.98e+02 |   2.13e+05 |   1.06e+04 |   3.30e+04 |    8.32e+02 |    1.75e+05 |   -6.81e+03 |   2.25e-04 |   5.00e-01 |     73610.04 |   111.45 |  2346m 23s | Model saved         
   28650 |   1.43e+05 |   1.97e+02 |   2.12e+05 |   1.06e+04 |   3.29e+04 |    8.34e+02 |    1.74e+05 |   -6.81e+03 |   2.25e-04 |   5.00e-01 |     73610.04 |   159.08 |  2824m 21s | Model saved         
   28700 |   1.43e+05 |   1.96e+02 |   2.11e+05 |   1.04e+04 |   3.31e+04 |    8.34e+02 |    1.74e+05 |   -6.81e+03 |   2.25e-04 |   5.00e-01 |     73610.04 |   137.87 |  2935m 59s | Model saved         
   28750 |   1.42e+05 |   1.96e+02 |   2.10e+05 |   1.05e+04 |   3.28e+04 |    8.31e+02 |    1.73e+05 |   -6.81e+03 |   2.25e-04 |   5.00e-01 |     73610.04 |    93.59 |  2791m 43s | Model saved         
   28800 |   1.43e+05 |   1.95e+02 |   2.09e+05 |   1.04e+04 |   3.30e+04 |    8.32e+02 |    1.72e+05 |   -6.81e+03 |   2.13e-04 |   5.00e-01 |     73610.04 |    85.46 |  2662m 50s | Model saved         
   28850 |   1.42e+05 |   1.95e+02 |   2.09e+05 |   1.05e+04 |   3.27e+04 |    8.29e+02 |    1.71e+05 |   -6.81e+03 |   2.13e-04 |   5.00e-01 |     73610.04 |    92.23 |  2593m 19s | Model saved         
   28900 |   1.43e+05 |   1.94e+02 |   2.08e+05 |   1.03e+04 |   3.29e+04 |    8.30e+02 |    1.70e+05 |   -6.81e+03 |   2.13e-04 |   5.00e-01 |     73610.04 |    85.26 |  2520m 09s | Model saved         
   28950 |   1.42e+05 |   1.94e+02 |   2.07e+05 |   1.04e+04 |   3.26e+04 |    8.27e+02 |    1.70e+05 |   -6.81e+03 |   2.13e-04 |   5.00e-01 |     73610.04 |    93.12 |  2483m 36s | Model saved         
   29000 |   1.43e+05 |   1.93e+02 |   2.06e+05 |   1.02e+04 |   3.29e+04 |    8.28e+02 |    1.69e+05 |   -6.81e+03 |   2.03e-04 |   4.75e-01 |     73610.04 |    85.23 |  2435m 22s | Model saved         
   29050 |   1.42e+05 |   1.92e+02 |   2.06e+05 |   1.05e+04 |   3.25e+04 |    8.27e+02 |    1.69e+05 |   -6.81e+03 |   2.03e-04 |   4.75e-01 |     73610.04 |    95.09 |  2416m 52s | Model saved         
   29100 |   1.42e+05 |   1.91e+02 |   2.05e+05 |   1.03e+04 |   3.27e+04 |    8.27e+02 |    1.68e+05 |   -6.81e+03 |   2.03e-04 |   4.75e-01 |     73610.04 |    96.93 |  2404m 48s | Model saved         
   29150 |   1.42e+05 |   1.91e+02 |   2.04e+05 |   1.04e+04 |   3.24e+04 |    8.25e+02 |    1.67e+05 |   -6.81e+03 |   2.03e-04 |   4.75e-01 |     73610.04 |   110.49 |  2418m 58s | Model saved         
   29200 |   1.42e+05 |   1.90e+02 |   2.03e+05 |   1.03e+04 |   3.27e+04 |    8.26e+02 |    1.66e+05 |   -6.81e+03 |   1.93e-04 |   4.75e-01 |     73610.04 |    84.76 |  2387m 29s | Model saved         
   29250 |   1.42e+05 |   1.90e+02 |   2.02e+05 |   1.03e+04 |   3.24e+04 |    8.23e+02 |    1.66e+05 |   -6.81e+03 |   1.93e-04 |   4.75e-01 |     73610.04 |    92.96 |  2372m 54s | Model saved         
   29300 |   1.42e+05 |   1.89e+02 |   2.02e+05 |   1.02e+04 |   3.26e+04 |    8.24e+02 |    1.65e+05 |   -6.81e+03 |   1.93e-04 |   4.75e-01 |     73610.04 |    85.28 |  2348m 38s | Model saved         
   29350 |   1.42e+05 |   1.89e+02 |   2.01e+05 |   1.03e+04 |   3.24e+04 |    8.22e+02 |    1.64e+05 |   -6.81e+03 |   1.93e-04 |   4.75e-01 |     73610.04 |    92.24 |  2336m 42s | Model saved         
   29400 |   1.42e+05 |   1.88e+02 |   2.00e+05 |   1.01e+04 |   3.26e+04 |    8.22e+02 |    1.63e+05 |   -6.81e+03 |   1.83e-04 |   4.75e-01 |     73610.04 |    85.05 |  2316m 31s | Model saved         
   29450 |   1.42e+05 |   1.89e+02 |   1.99e+05 |   1.02e+04 |   3.23e+04 |    8.20e+02 |    1.63e+05 |   -6.81e+03 |   1.83e-04 |   4.75e-01 |     73610.04 |    92.73 |  2307m 49s | Model saved         
   29500 |   1.42e+05 |   1.88e+02 |   1.98e+05 |   1.01e+04 |   3.25e+04 |    8.21e+02 |    1.62e+05 |   -6.81e+03 |   1.83e-04 |   4.75e-01 |     73610.04 |    85.02 |  2290m 46s | Model saved         
   29550 |   1.42e+05 |   1.88e+02 |   1.98e+05 |   1.02e+04 |   3.23e+04 |    8.19e+02 |    1.61e+05 |   -6.81e+03 |   1.83e-04 |   4.75e-01 |     73610.04 |    92.66 |  2283m 45s | Model saved         
   29600 |   1.42e+05 |   1.87e+02 |   1.97e+05 |   1.00e+04 |   3.25e+04 |    8.20e+02 |    1.60e+05 |   -6.81e+03 |   1.74e-04 |   4.75e-01 |     73610.04 |    84.64 |  2268m 41s | Model saved         
   29650 |   1.42e+05 |   1.87e+02 |   1.96e+05 |   1.01e+04 |   3.22e+04 |    8.18e+02 |    1.60e+05 |   -6.81e+03 |   1.74e-04 |   4.75e-01 |     73610.04 |    93.25 |  2263m 35s | Model saved         
   29700 |   1.42e+05 |   1.86e+02 |   1.95e+05 |   9.97e+03 |   3.25e+04 |    8.18e+02 |    1.59e+05 |   -6.81e+03 |   1.74e-04 |   4.75e-01 |     73610.04 |    85.28 |  2251m 00s | Model saved         
   29750 |   1.42e+05 |   1.86e+02 |   1.95e+05 |   1.00e+04 |   3.22e+04 |    8.16e+02 |    1.58e+05 |   -6.81e+03 |   1.74e-04 |   4.75e-01 |     73610.04 |    92.30 |  2245m 52s | Model saved         
   29800 |   1.42e+05 |   1.85e+02 |   1.94e+05 |   9.92e+03 |   3.24e+04 |    8.17e+02 |    1.58e+05 |   -6.81e+03 |   1.65e-04 |   4.75e-01 |     73610.04 |    85.22 |  2234m 39s | Model saved         
   29850 |   1.42e+05 |   1.85e+02 |   1.93e+05 |   9.99e+03 |   3.22e+04 |    8.15e+02 |    1.57e+05 |   -6.81e+03 |   1.65e-04 |   4.75e-01 |     73610.04 |    93.24 |  2231m 06s | Model saved         
   29900 |   1.42e+05 |   1.84e+02 |   1.92e+05 |   9.87e+03 |   3.24e+04 |    8.16e+02 |    1.56e+05 |   -6.81e+03 |   1.65e-04 |   4.75e-01 |     73610.04 |    85.51 |  2221m 15s | Model saved         
   29950 |   1.42e+05 |   1.84e+02 |   1.92e+05 |   9.93e+03 |   3.21e+04 |    8.14e+02 |    1.56e+05 |   -6.81e+03 |   1.65e-04 |   4.75e-01 |     73610.04 |    92.71 |  2217m 47s | Model saved         
   30000 |   1.42e+05 |   1.83e+02 |   1.91e+05 |   9.82e+03 |   3.24e+04 |    8.15e+02 |    1.55e+05 |   -6.81e+03 |   1.57e-04 |   4.51e-01 |     73610.04 |    84.99 |  2208m 25s | Model saved         
   30050 |   1.41e+05 |   1.83e+02 |   1.90e+05 |   1.00e+04 |   3.20e+04 |    8.14e+02 |    1.54e+05 |   -6.81e+03 |   1.57e-04 |   4.51e-01 |     73610.04 |    95.24 |  2207m 18s | Model saved         
   30100 |   1.41e+05 |   1.82e+02 |   1.90e+05 |   9.91e+03 |   3.23e+04 |    8.15e+02 |    1.54e+05 |   -6.81e+03 |   1.57e-04 |   4.51e-01 |     73610.04 |    85.84 |  2199m 18s | Model saved         
   30150 |   1.41e+05 |   1.82e+02 |   1.89e+05 |   9.99e+03 |   3.20e+04 |    8.13e+02 |    1.53e+05 |   -6.81e+03 |   1.57e-04 |   4.51e-01 |     73610.04 |    93.01 |  2196m 45s | Model saved         
   30200 |   1.41e+05 |   1.82e+02 |   1.88e+05 |   9.86e+03 |   3.22e+04 |    8.13e+02 |    1.52e+05 |   -6.81e+03 |   1.49e-04 |   4.51e-01 |     73610.04 |    85.37 |  2189m 02s | Model saved         
   30250 |   1.41e+05 |   1.82e+02 |   1.88e+05 |   9.93e+03 |   3.20e+04 |    8.12e+02 |    1.52e+05 |   -6.81e+03 |   1.49e-04 |   4.51e-01 |     73610.04 |    92.81 |  2186m 37s | Model saved         
   30300 |   1.41e+05 |   1.81e+02 |   1.87e+05 |   9.82e+03 |   3.22e+04 |    8.12e+02 |    1.51e+05 |   -6.81e+03 |   1.49e-04 |   4.51e-01 |     73610.04 |    85.36 |  2179m 26s | Model saved         
   30350 |   1.41e+05 |   1.81e+02 |   1.86e+05 |   9.88e+03 |   3.19e+04 |    8.11e+02 |    1.50e+05 |   -6.81e+03 |   1.49e-04 |   4.51e-01 |     73610.04 |    93.30 |  2177m 33s | Model saved         
   30400 |   1.41e+05 |   1.80e+02 |   1.85e+05 |   9.77e+03 |   3.22e+04 |    8.11e+02 |    1.50e+05 |   -6.81e+03 |   1.42e-04 |   4.51e-01 |     73610.04 |    85.55 |  2170m 58s | Model saved         
   30450 |   1.41e+05 |   1.80e+02 |   1.85e+05 |   9.83e+03 |   3.19e+04 |    8.10e+02 |    1.49e+05 |   -6.81e+03 |   1.42e-04 |   4.51e-01 |     73610.04 |    93.03 |  2169m 05s | Model saved         
   30500 |   1.41e+05 |   1.79e+02 |   1.84e+05 |   9.72e+03 |   3.21e+04 |    8.10e+02 |    1.48e+05 |   -6.81e+03 |   1.42e-04 |   4.51e-01 |     73610.04 |    85.49 |  2162m 50s | Model saved         
   30550 |   1.41e+05 |   1.79e+02 |   1.83e+05 |   9.78e+03 |   3.19e+04 |    8.09e+02 |    1.48e+05 |   -6.81e+03 |   1.42e-04 |   4.51e-01 |     73610.04 |    93.39 |  2161m 18s | Model saved         
   30600 |   1.41e+05 |   1.78e+02 |   1.83e+05 |   9.67e+03 |   3.21e+04 |    8.09e+02 |    1.47e+05 |   -6.81e+03 |   1.35e-04 |   4.51e-01 |     73610.04 |    85.53 |  2155m 26s | Model saved         
   30650 |   1.41e+05 |   1.78e+02 |   1.82e+05 |   9.73e+03 |   3.19e+04 |    8.08e+02 |    1.46e+05 |   -6.81e+03 |   1.35e-04 |   4.51e-01 |     73610.04 |    92.98 |  2153m 46s | Model saved         
   30700 |   1.41e+05 |   1.77e+02 |   1.81e+05 |   9.62e+03 |   3.21e+04 |    8.08e+02 |    1.46e+05 |   -6.81e+03 |   1.35e-04 |   4.51e-01 |     73610.04 |    86.18 |  2148m 33s | Model saved         
   30750 |   1.41e+05 |   1.78e+02 |   1.81e+05 |   9.69e+03 |   3.18e+04 |    8.07e+02 |    1.45e+05 |   -6.81e+03 |   1.35e-04 |   4.51e-01 |     73610.04 |    93.79 |  2147m 24s | Model saved         
   30800 |   1.41e+05 |   1.77e+02 |   1.80e+05 |   9.57e+03 |   3.21e+04 |    8.07e+02 |    1.44e+05 |   -6.81e+03 |   1.28e-04 |   4.51e-01 |     73610.04 |    86.89 |  2142m 46s | Model saved         
   30850 |   1.41e+05 |   1.77e+02 |   1.79e+05 |   9.63e+03 |   3.18e+04 |    8.06e+02 |    1.44e+05 |   -6.81e+03 |   1.28e-04 |   4.51e-01 |     73610.04 |    93.24 |  2141m 24s | Model saved         
   30900 |   1.41e+05 |   1.76e+02 |   1.79e+05 |   9.52e+03 |   3.20e+04 |    8.06e+02 |    1.43e+05 |   -6.81e+03 |   1.28e-04 |   4.51e-01 |     73610.04 |    85.95 |  2136m 31s | Model saved         
   30950 |   1.41e+05 |   1.76e+02 |   1.78e+05 |   9.58e+03 |   3.18e+04 |    8.05e+02 |    1.43e+05 |   -6.81e+03 |   1.28e-04 |   4.51e-01 |     73610.04 |    93.62 |  2135m 22s | Model saved         
   31000 |   1.41e+05 |   1.75e+02 |   1.77e+05 |   9.48e+03 |   3.20e+04 |    8.06e+02 |    1.42e+05 |   -6.81e+03 |   1.21e-04 |   4.29e-01 |     73610.04 |    85.98 |  2130m 42s | Model saved         
   31050 |   1.40e+05 |   1.76e+02 |   1.77e+05 |   9.69e+03 |   3.17e+04 |    8.05e+02 |    1.42e+05 |   -6.81e+03 |   1.21e-04 |   4.29e-01 |     73610.04 |    96.05 |  2130m 42s | Model saved         
   31100 |   1.41e+05 |   1.75e+02 |   1.76e+05 |   9.58e+03 |   3.19e+04 |    8.06e+02 |    1.41e+05 |   -6.81e+03 |   1.21e-04 |   4.29e-01 |     73610.04 |    85.98 |  2126m 11s | Model saved         
   31150 |   1.40e+05 |   1.75e+02 |   1.76e+05 |   9.64e+03 |   3.17e+04 |    8.04e+02 |    1.40e+05 |   -6.81e+03 |   1.21e-04 |   4.29e-01 |     73610.04 |    93.52 |  2125m 03s | Model saved         
   31200 |   1.41e+05 |   1.74e+02 |   1.75e+05 |   9.53e+03 |   3.19e+04 |    8.05e+02 |    1.40e+05 |   -6.81e+03 |   1.15e-04 |   4.29e-01 |     73610.04 |    85.76 |  2120m 36s | Model saved         
   31250 |   1.40e+05 |   1.74e+02 |   1.74e+05 |   9.58e+03 |   3.17e+04 |    8.04e+02 |    1.39e+05 |   -6.81e+03 |   1.15e-04 |   4.29e-01 |     73610.04 |    93.32 |  2119m 25s | Model saved         
   31300 |   1.40e+05 |   1.73e+02 |   1.74e+05 |   9.48e+03 |   3.19e+04 |    8.04e+02 |    1.38e+05 |   -6.81e+03 |   1.15e-04 |   4.29e-01 |     73610.04 |    90.73 |  2117m 09s | Model saved         
   31350 |   1.40e+05 |   1.73e+02 |   1.73e+05 |   9.53e+03 |   3.16e+04 |    8.03e+02 |    1.38e+05 |   -6.81e+03 |   1.15e-04 |   4.29e-01 |     73610.04 |    94.45 |  2116m 25s | Model saved         
   31400 |   1.40e+05 |   1.73e+02 |   1.73e+05 |   9.43e+03 |   3.19e+04 |    8.03e+02 |    1.37e+05 |   -6.81e+03 |   1.10e-04 |   4.29e-01 |     73610.04 |    85.86 |  2112m 16s | Model saved         
   31450 |   1.40e+05 |   1.73e+02 |   1.72e+05 |   9.48e+03 |   3.16e+04 |    8.02e+02 |    1.37e+05 |   -6.81e+03 |   1.10e-04 |   4.29e-01 |     73610.04 |    93.29 |  2111m 05s | Model saved         
   31500 |   1.40e+05 |   1.72e+02 |   1.71e+05 |   9.38e+03 |   3.19e+04 |    8.03e+02 |    1.36e+05 |   -6.81e+03 |   1.10e-04 |   4.29e-01 |     73610.04 |    85.88 |  2107m 04s | Model saved         
   31550 |   1.40e+05 |   1.72e+02 |   1.71e+05 |   9.43e+03 |   3.16e+04 |    8.02e+02 |    1.36e+05 |   -6.81e+03 |   1.10e-04 |   4.29e-01 |     73610.04 |    93.23 |  2105m 53s | Model saved         
   31600 |   1.40e+05 |   1.71e+02 |   1.70e+05 |   9.33e+03 |   3.18e+04 |    8.02e+02 |    1.35e+05 |   -6.81e+03 |   1.04e-04 |   4.29e-01 |     73610.04 |    86.13 |  2102m 05s | Model saved         
   31650 |   1.40e+05 |   1.71e+02 |   1.70e+05 |   9.38e+03 |   3.16e+04 |    8.01e+02 |    1.35e+05 |   -6.81e+03 |   1.04e-04 |   4.29e-01 |     73610.04 |    94.28 |  2101m 18s | Model saved         
   31700 |   1.40e+05 |   1.70e+02 |   1.69e+05 |   9.29e+03 |   3.18e+04 |    8.02e+02 |    1.34e+05 |   -6.81e+03 |   1.04e-04 |   4.29e-01 |     73610.04 |    86.47 |  2097m 42s | Model saved         
   31750 |   1.40e+05 |   1.70e+02 |   1.68e+05 |   9.33e+03 |   3.16e+04 |    8.01e+02 |    1.33e+05 |   -6.81e+03 |   1.04e-04 |   4.29e-01 |     73610.04 |    93.51 |  2096m 39s | Model saved         
   31800 |   1.40e+05 |   1.69e+02 |   1.68e+05 |   9.24e+03 |   3.18e+04 |    8.01e+02 |    1.33e+05 |   -6.81e+03 |   9.89e-05 |   4.29e-01 |     73610.04 |    87.20 |  2093m 24s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
